employee_id,country,department,job_level,work_mode,tenure_years,annual_salary_eur,productivity_score,satisfaction_score,annual_cost_saving_eur,meetings_per_week,commute_hours_pw
PO-0182,Poland,Data & Analytics,Senior,Fully Remote,2.8,32674.0,7.24,7.51,7000.0,8,0.0
PO-0183,Poland,HR & Ops,Senior,Hybrid,10.5,24993.0,7.92,8.15,3500.0,16,2.7755070188279727
PO-0184,Poland,Product Management,Lead,Hybrid,0.7,41333.0,7.43,9.29,3500.0,3,1.660761868659275
PO-0185,Poland,Data & Analytics,Lead,In-Office,0.5,29154.0,7.56,6.23,0.0,16,4.691427961049545
PO-0186,Poland,HR & Ops,Junior,Hybrid,0.5,35280.0,6.14,8.38,3500.0,17,2.8089478545625752
PO-0187,Poland,Engineering,Junior,Fully Remote,3.1,43788.0,8.97,6.0,7000.0,14,0.0
PO-0188,Poland,Product Management,Senior,Fully Remote,0.5,43543.0,7.46,5.22,7000.0,5,0.0
PO-0189,Poland,Data & Analytics,Mid,Hybrid,11.1,27119.0,5.47,10.0,3500.0,12,2.5909238424429346
PO-0190,Poland,Data & Analytics,Senior,Fully Remote,0.5,40360.0,6.99,7.35,7000.0,12,0.0
PO-0191,Poland,Engineering,Mid,Fully Remote,1.3,46668.0,7.49,7.77,7000.0,17,0.0
PO-0192,Poland,Product Management,Lead,In-Office,6.1,33160.0,5.86,4.88,0.0,7,7.87802484294556
PO-0193,Poland,HR & Ops,Senior,Hybrid,0.9,41903.0,8.24,8.17,3500.0,9,2.7727527692487905
PO-0194,Poland,Engineering,Lead,Hybrid,1.0,29311.0,9.62,10.0,3500.0,7,2.0907257042672835
PO-0195,Poland,HR & Ops,Lead,Fully Remote,3.6,40931.0,6.23,6.38,7000.0,5,0.0
PO-0196,Poland,Engineering,Mid,Hybrid,1.1,38998.0,8.11,5.52,3500.0,10,2.005279609951071
PO-0197,Poland,Engineering,Manager,Fully Remote,0.9,43025.0,7.25,7.08,7000.0,11,0.0
PO-0198,Poland,Product Management,Junior,Hybrid,1.0,42554.0,8.76,5.85,3500.0,4,1.7908100210594153
PO-0199,Poland,Data & Analytics,Mid,Fully Remote,2.4,27714.0,6.87,4.46,7000.0,8,0.0
PO-0200,Poland,Product Management,Senior,In-Office,11.8,39038.0,5.92,5.4,0.0,17,7.324969865147673
PO-0201,Poland,HR & Ops,Manager,Hybrid,6.2,49042.0,8.69,6.66,3500.0,3,1.577332605350921
PO-0202,Poland,HR & Ops,Lead,Fully Remote,1.2,21392.0,5.79,5.32,7000.0,4,0.0
PO-0203,Poland,HR & Ops,Junior,Hybrid,1.6,45349.0,9.77,9.39,3500.0,17,2.2855038279190936
PO-0204,Poland,Product Management,Mid,Hybrid,2.2,50173.0,8.27,10.0,3500.0,5,2.20205175497738
PO-0205,Poland,Sales,Senior,Fully Remote,13.5,26717.0,6.28,7.73,7000.0,8,0.0
PO-0206,Poland,Sales,Mid,Hybrid,0.7,32903.0,8.93,7.98,3500.0,13,2.6938451991018137
PO-0207,Poland,HR & Ops,Lead,Fully Remote,1.5,41935.0,6.99,6.59,7000.0,6,0.0
PO-0208,Poland,Product Management,Junior,In-Office,4.6,31265.0,6.93,5.16,0.0,11,6.351768198308996
PO-0209,Poland,Sales,Lead,Hybrid,11.6,48371.0,6.78,9.8,3500.0,16,2.46692054401565
PO-0210,Poland,Product Management,Mid,Fully Remote,0.6,46048.0,4.75,6.71,7000.0,13,0.0
PO-0211,Poland,HR & Ops,Mid,Hybrid,0.9,27474.0,8.33,6.71,3500.0,12,2.5191236678278166
PO-0212,Poland,Data & Analytics,Junior,Fully Remote,0.9,32353.0,5.05,8.32,7000.0,16,0.0
PO-0213,Poland,Product Management,Mid,Fully Remote,0.5,43851.0,6.05,6.69,7000.0,11,0.0
PO-0214,Poland,Engineering,Junior,In-Office,3.2,43553.0,7.72,7.97,0.0,8,6.64451067895375
PO-0215,Poland,Product Management,Lead,Hybrid,3.9,54860.0,7.0,6.79,3500.0,11,1.654500615811634
PO-0216,Poland,Data & Analytics,Mid,Hybrid,3.2,31313.0,7.79,8.93,3500.0,15,1.2897056545364882
PO-0217,Poland,Engineering,Junior,Fully Remote,0.5,49090.0,5.54,8.27,7000.0,17,0.0
PO-0218,Poland,Sales,Mid,Fully Remote,0.5,31054.0,6.58,8.79,7000.0,7,0.0
PO-0219,Poland,Engineering,Junior,In-Office,0.8,41802.0,7.4,5.44,0.0,10,3.80856389165054
PO-0220,Poland,Engineering,Junior,Fully Remote,1.2,44782.0,5.86,6.68,7000.0,5,0.0
PO-0221,Poland,Data & Analytics,Mid,Fully Remote,5.4,15246.0,9.02,9.72,7000.0,16,0.0
PO-0222,Poland,Engineering,Junior,Hybrid,0.6,44925.0,6.84,7.03,3500.0,5,1.923540732792558
PO-0223,Poland,Data & Analytics,Mid,Hybrid,0.5,48523.0,9.25,8.62,3500.0,14,1.997460730183863
PO-0224,Poland,HR & Ops,Senior,Hybrid,1.8,46329.0,7.4,10.0,3500.0,3,2.389343459193915
PO-0225,Poland,Sales,Mid,Fully Remote,1.9,53605.0,5.12,4.03,7000.0,7,0.0
PO-0226,Poland,Engineering,Lead,Fully Remote,2.1,45335.0,5.64,6.38,7000.0,12,0.0
PO-0227,Poland,Data & Analytics,Lead,Fully Remote,6.1,33917.0,7.21,6.8,7000.0,15,0.0
PO-0228,Poland,Data & Analytics,Junior,In-Office,0.5,47416.0,8.44,3.8,0.0,5,3.045028321322376
PO-0229,Poland,HR & Ops,Senior,Fully Remote,4.3,33486.0,9.12,6.12,7000.0,5,0.0
PO-0230,Poland,Product Management,Junior,Hybrid,1.4,38626.0,7.75,5.94,3500.0,4,2.1802328446889416
PO-0231,Poland,Product Management,Senior,Hybrid,1.3,44322.0,6.19,8.69,3500.0,6,1.0526946643878352
PO-0232,Poland,Engineering,Mid,Hybrid,9.4,41405.0,7.93,4.8,3500.0,17,2.592600371935327
PO-0233,Poland,Sales,Mid,In-Office,1.0,48269.0,6.21,9.33,0.0,9,6.197810490169803
PO-0234,Poland,Engineering,Senior,Fully Remote,3.6,56914.0,7.47,7.83,7000.0,17,0.0
PO-0235,Poland,Sales,Mid,Fully Remote,1.1,29356.0,5.87,5.22,7000.0,9,0.0
PO-0236,Poland,Engineering,Mid,Hybrid,2.5,35505.0,5.09,8.94,3500.0,10,2.115605362418294
PO-0237,Poland,HR & Ops,Junior,Fully Remote,5.4,40404.0,8.58,7.7,7000.0,14,0.0
PO-0238,Poland,Product Management,Lead,Hybrid,7.5,34480.0,7.33,7.34,3500.0,13,1.2531242730135181
PO-0239,Poland,Data & Analytics,Lead,Hybrid,6.4,37425.0,7.66,6.32,3500.0,16,1.142013560445177
PO-0240,Poland,Sales,Lead,In-Office,3.1,43896.0,8.4,7.32,0.0,8,6.7419817810487155
PO-0241,Poland,Data & Analytics,Junior,Fully Remote,1.0,42886.0,9.25,6.98,7000.0,8,0.0
PO-0242,Poland,HR & Ops,Mid,In-Office,3.8,39880.0,8.06,5.47,0.0,11,3.451592801495365
PO-0243,Poland,Engineering,Senior,Fully Remote,4.3,39123.0,7.12,4.79,7000.0,14,0.0
PO-0244,Poland,HR & Ops,Senior,Hybrid,0.5,36299.0,8.16,6.12,3500.0,6,1.3417203987729296
PO-0245,Poland,Engineering,Lead,Fully Remote,2.0,48674.0,6.65,6.05,7000.0,5,0.0
PO-0246,Poland,Sales,Lead,Hybrid,6.5,50642.0,7.64,9.14,3500.0,8,1.4225274646175359
PO-0247,Poland,HR & Ops,Mid,Fully Remote,2.4,45743.0,7.17,8.09,7000.0,9,0.0
PO-0248,Poland,Product Management,Senior,In-Office,1.3,29265.0,6.26,5.82,0.0,6,5.5494497410280506
PO-0249,Poland,Product Management,Senior,In-Office,7.2,36007.0,7.23,5.88,0.0,3,4.5488229159259355
PO-0250,Poland,Data & Analytics,Junior,In-Office,0.6,39517.0,7.64,7.99,0.0,5,3.951916355304859
PO-0251,Poland,Sales,Manager,Fully Remote,0.8,30851.0,7.62,7.2,7000.0,6,0.0
PO-0252,Poland,Engineering,Mid,In-Office,4.1,38601.0,7.72,6.88,0.0,15,7.642610375212149
PO-0253,Poland,Data & Analytics,Mid,Hybrid,1.5,38169.0,5.99,6.34,3500.0,13,1.5936004101036778
PO-0254,Poland,HR & Ops,Lead,Fully Remote,4.4,46239.0,8.48,6.61,7000.0,16,0.0
PO-0255,Poland,Product Management,Manager,Fully Remote,0.6,34213.0,8.38,6.81,7000.0,16,0.0
PO-0256,Poland,HR & Ops,Junior,Fully Remote,1.0,46841.0,6.88,6.66,7000.0,6,0.0
PO-0257,Poland,Engineering,Mid,Fully Remote,0.6,30724.0,7.55,7.9,7000.0,10,0.0
PO-0258,Poland,Engineering,Junior,Hybrid,10.7,31784.0,7.34,8.55,3500.0,6,2.059549830513597
PO-0259,Poland,Data & Analytics,Junior,In-Office,1.8,35117.0,8.1,5.12,0.0,7,7.4782561520095925
PO-0260,Poland,HR & Ops,Lead,Fully Remote,1.4,38364.0,6.02,6.05,7000.0,16,0.0
PO-0261,Poland,HR & Ops,Senior,Hybrid,0.5,19635.0,9.21,6.37,3500.0,5,2.279234249204712
PO-0262,Poland,Engineering,Lead,In-Office,0.6,41491.0,8.04,8.58,0.0,13,4.67361343457326
PO-0263,Poland,HR & Ops,Senior,Fully Remote,1.9,50991.0,7.87,10.0,7000.0,12,0.0
PO-0264,Poland,HR & Ops,Senior,In-Office,0.5,42950.0,7.07,5.8,0.0,12,4.041918395044127
PO-0265,Poland,Engineering,Lead,Hybrid,2.5,36399.0,5.9,7.15,3500.0,17,2.846769335981447
PO-0266,Poland,Product Management,Senior,Hybrid,2.1,29757.0,8.66,8.66,3500.0,16,1.048340704267007
PO-0267,Poland,Sales,Lead,Fully Remote,5.1,24221.0,5.34,5.74,7000.0,5,0.0
PO-0268,Poland,Product Management,Manager,Hybrid,3.8,25513.0,8.68,8.7,3500.0,7,1.7790983289630449
PO-0269,Poland,HR & Ops,Mid,Fully Remote,2.1,37006.0,6.07,6.77,7000.0,14,0.0
PO-0270,Poland,HR & Ops,Lead,Hybrid,0.9,54013.0,5.7,4.78,3500.0,4,1.3455793037649264
PO-0271,Poland,HR & Ops,Junior,Fully Remote,4.5,17350.0,7.0,4.85,7000.0,12,0.0
PO-0272,Poland,HR & Ops,Manager,In-Office,4.3,43322.0,8.62,5.99,0.0,12,4.516849727860063
PO-0273,Poland,HR & Ops,Mid,Fully Remote,0.6,32849.0,5.84,8.63,7000.0,16,0.0
PO-0274,Poland,Sales,Mid,Fully Remote,8.6,35450.0,8.92,5.46,7000.0,4,0.0
PO-0275,Poland,HR & Ops,Manager,Hybrid,0.5,30873.0,8.39,6.6,3500.0,11,2.864204730914443
PO-0276,Poland,Engineering,Senior,Fully Remote,0.5,27607.0,7.19,7.12,7000.0,13,0.0
PO-0277,Poland,Engineering,Mid,Hybrid,0.7,38955.0,7.08,4.9,3500.0,3,1.9503954389138989
PO-0278,Poland,Data & Analytics,Junior,In-Office,8.4,39997.0,6.76,6.95,0.0,4,6.43751046402208
PO-0279,Poland,HR & Ops,Lead,Hybrid,2.6,43079.0,8.12,5.08,3500.0,4,2.9672850620656233
PO-0280,Poland,Product Management,Manager,Fully Remote,5.4,25192.0,8.02,7.65,7000.0,13,0.0
PO-0281,Poland,Data & Analytics,Lead,Hybrid,0.9,44642.0,6.89,6.19,3500.0,9,1.9934476521963564
PO-0282,Poland,HR & Ops,Junior,Hybrid,2.4,44778.0,6.63,5.99,3500.0,17,2.077638734499338
PO-0283,Poland,Data & Analytics,Senior,In-Office,1.6,41226.0,6.94,6.91,0.0,16,5.352525394961636
PO-0284,Poland,Data & Analytics,Senior,Fully Remote,6.2,34801.0,8.67,7.99,7000.0,16,0.0
PO-0285,Poland,Data & Analytics,Senior,Hybrid,0.5,40344.0,6.14,7.96,3500.0,13,1.278375605515974
PO-0286,Poland,Data & Analytics,Junior,Hybrid,1.0,36781.0,8.97,7.71,3500.0,11,1.826946528243937
PO-0287,Poland,Engineering,Junior,Fully Remote,0.6,45361.0,7.05,7.13,7000.0,15,0.0
PO-0288,Poland,Engineering,Junior,Fully Remote,6.9,35214.0,5.02,7.37,7000.0,13,0.0
PO-0289,Poland,HR & Ops,Lead,Hybrid,2.2,38821.0,7.05,8.07,3500.0,6,2.1349717555671925
PO-0290,Poland,Engineering,Junior,In-Office,1.8,24789.0,7.93,5.91,0.0,15,4.236756859088715
PO-0291,Poland,Engineering,Mid,In-Office,2.1,40320.0,9.36,7.48,0.0,8,4.938533315655437
PO-0292,Poland,Engineering,Lead,Hybrid,12.5,32303.0,6.01,6.2,3500.0,10,1.4866038559659343
PO-0293,Poland,HR & Ops,Junior,Fully Remote,6.6,41895.0,3.62,8.44,7000.0,4,0.0
PO-0294,Poland,Product Management,Junior,Fully Remote,4.3,43992.0,5.43,7.97,7000.0,9,0.0
PO-0295,Poland,Sales,Lead,In-Office,1.2,33364.0,8.56,9.77,0.0,14,3.162300708811382
PO-0296,Poland,HR & Ops,Junior,In-Office,0.6,38237.0,5.05,7.27,0.0,6,3.921841190098469
PO-0297,Poland,Data & Analytics,Junior,In-Office,8.9,39326.0,9.0,7.86,0.0,3,7.91022311393192
PO-0298,Poland,Sales,Lead,Hybrid,1.9,40797.0,9.06,5.06,3500.0,16,2.0761590857481087
PO-0299,Poland,Engineering,Junior,Fully Remote,1.1,44003.0,7.23,8.21,7000.0,4,0.0
PO-0300,Poland,Product Management,Senior,Hybrid,2.2,43008.0,6.85,9.16,3500.0,4,2.524143306879451
PO-0301,Poland,Data & Analytics,Junior,Fully Remote,8.7,35113.0,7.07,9.06,7000.0,16,0.0
PO-0302,Poland,Engineering,Junior,Fully Remote,1.7,50147.0,7.73,6.98,7000.0,17,0.0
PO-0303,Poland,Data & Analytics,Senior,Hybrid,2.9,43715.0,8.15,6.89,3500.0,3,1.1897414253503595
PO-0304,Poland,HR & Ops,Lead,Fully Remote,5.7,48679.0,9.09,5.17,7000.0,13,0.0
PO-0305,Poland,Data & Analytics,Junior,Fully Remote,1.9,40635.0,6.69,5.3,7000.0,13,0.0
PO-0306,Poland,Engineering,Junior,Hybrid,0.9,41084.0,6.04,7.36,3500.0,6,2.105660712184799
PO-0307,Poland,Sales,Senior,Hybrid,15.0,37109.0,5.83,4.77,3500.0,9,2.22102632818432
PO-0308,Poland,Engineering,Lead,In-Office,11.0,34627.0,5.19,5.35,0.0,15,6.880759320528115
PO-0309,Poland,Product Management,Junior,Fully Remote,6.5,45413.0,7.24,6.93,7000.0,3,0.0
PO-0310,Poland,Sales,Mid,Fully Remote,4.1,40011.0,6.72,6.9,7000.0,13,0.0
PO-0311,Poland,HR & Ops,Junior,Fully Remote,1.2,37000.0,7.04,5.35,7000.0,10,0.0
PO-0312,Poland,Sales,Senior,Fully Remote,8.6,30228.0,6.36,4.95,7000.0,8,0.0
PO-0313,Poland,HR & Ops,Lead,Fully Remote,1.1,49819.0,5.67,5.17,7000.0,11,0.0
PO-0314,Poland,Sales,Junior,Hybrid,5.6,38856.0,8.34,7.07,3500.0,8,2.445294404122137
PO-0315,Poland,Data & Analytics,Senior,Fully Remote,8.8,28677.0,4.04,9.99,7000.0,15,0.0
PO-0316,Poland,Engineering,Senior,Hybrid,3.2,38619.0,6.64,8.99,3500.0,12,1.3653032374875445
PO-0317,Poland,Product Management,Mid,In-Office,5.7,36473.0,8.14,6.82,0.0,3,3.930170306856393
PO-0318,Poland,Sales,Mid,Hybrid,5.5,36161.0,6.52,8.23,3500.0,10,2.479499894780971
PO-0319,Poland,Engineering,Senior,Fully Remote,0.8,42380.0,7.47,8.32,7000.0,9,0.0
PO-0320,Poland,Engineering,Senior,Fully Remote,3.9,36483.0,6.04,7.81,7000.0,11,0.0
PO-0321,Poland,Data & Analytics,Junior,In-Office,0.5,35678.0,6.65,6.04,0.0,11,5.478668976512302
PO-0322,Poland,Sales,Mid,Hybrid,2.5,48354.0,8.29,6.13,3500.0,14,2.7774928095032836
PO-0323,Poland,Sales,Senior,In-Office,0.6,24779.0,5.67,6.31,0.0,15,5.212547406646145
PO-0324,Poland,Data & Analytics,Mid,In-Office,1.9,37609.0,8.09,8.01,0.0,5,4.58772828827669
PO-0325,Poland,Product Management,Senior,In-Office,6.3,45059.0,7.26,6.09,0.0,12,6.162966341524985
PO-0326,Poland,Engineering,Junior,In-Office,15.0,42765.0,8.71,4.84,0.0,7,7.313942728356953
PO-0327,Poland,Sales,Senior,Hybrid,1.3,45752.0,7.85,4.81,3500.0,15,1.7537119659682177
PO-0328,Poland,Product Management,Senior,Fully Remote,2.7,53364.0,5.72,6.62,7000.0,12,0.0
PO-0329,Poland,Engineering,Senior,In-Office,2.5,50912.0,9.27,4.96,0.0,8,4.7435140542148915
PO-0330,Poland,Sales,Junior,Hybrid,10.8,29218.0,6.42,6.75,3500.0,12,1.821618524748683
PO-0331,Poland,Product Management,Manager,Fully Remote,2.3,25759.0,6.73,8.98,7000.0,9,0.0
PO-0332,Poland,Data & Analytics,Junior,Hybrid,4.2,40484.0,8.75,7.32,3500.0,5,1.7448013320707123
PO-0333,Poland,Product Management,Senior,Hybrid,8.9,27709.0,5.34,6.27,3500.0,7,1.642481755577174
PO-0334,Poland,Engineering,Junior,In-Office,1.6,23359.0,8.93,6.96,0.0,8,4.27304664647653
PO-0335,Poland,Product Management,Senior,Hybrid,8.1,40403.0,6.22,10.0,3500.0,17,2.400612707767614
PO-0336,Poland,HR & Ops,Senior,Fully Remote,8.7,42310.0,6.45,6.62,7000.0,6,0.0
PO-0337,Poland,Data & Analytics,Mid,In-Office,9.3,51005.0,7.55,2.97,0.0,6,3.642886303984392
PO-0338,Poland,Data & Analytics,Mid,Hybrid,1.1,43840.0,7.55,8.38,3500.0,6,1.6860309530011932
PO-0339,Poland,Sales,Lead,Hybrid,1.8,52589.0,8.55,7.92,3500.0,7,2.938481215073799
PO-0340,Poland,Sales,Junior,Fully Remote,7.2,40702.0,5.08,6.94,7000.0,7,0.0
PO-0341,Poland,Sales,Mid,Fully Remote,1.6,29364.0,7.87,6.47,7000.0,16,0.0
PO-0342,Poland,Engineering,Senior,Hybrid,3.2,44249.0,8.57,6.19,3500.0,16,1.7964199282359903
PO-0343,Poland,HR & Ops,Junior,Fully Remote,0.5,48141.0,8.24,9.07,7000.0,10,0.0
PO-0344,Poland,Engineering,Senior,Fully Remote,0.5,40972.0,5.09,4.04,7000.0,3,0.0
PO-0345,Poland,Product Management,Senior,Hybrid,1.9,49024.0,5.84,6.94,3500.0,8,2.7106289287258765
PO-0346,Poland,Data & Analytics,Senior,Hybrid,3.0,37063.0,7.19,6.9,3500.0,17,1.1072567807428983
PO-0347,Poland,Data & Analytics,Mid,Fully Remote,1.7,42149.0,5.37,8.08,7000.0,16,0.0
PO-0348,Poland,Sales,Junior,Fully Remote,3.0,36675.0,4.84,8.65,7000.0,7,0.0
PO-0349,Poland,Sales,Senior,Hybrid,2.5,56081.0,7.14,7.06,3500.0,3,2.5270041694407324
PO-0350,Poland,HR & Ops,Lead,Hybrid,4.1,44394.0,7.88,7.69,3500.0,8,2.8990748742273036
PO-0351,Poland,Engineering,Junior,Fully Remote,3.7,29513.0,10.0,7.22,7000.0,10,0.0
PO-0352,Poland,Engineering,Mid,Fully Remote,1.9,52080.0,7.66,8.38,7000.0,17,0.0
PO-0353,Poland,Engineering,Junior,Hybrid,1.9,32428.0,9.7,8.95,3500.0,4,2.5070078022146163
PO-0354,Poland,Data & Analytics,Junior,In-Office,0.5,38104.0,7.15,5.69,0.0,17,5.926101646954776
PO-0355,Poland,HR & Ops,Senior,Hybrid,2.5,41559.0,8.27,8.06,3500.0,7,1.6082200146856738
PO-0356,Poland,Product Management,Lead,Fully Remote,3.1,42180.0,6.82,7.37,7000.0,5,0.0
PO-0357,Poland,HR & Ops,Junior,Fully Remote,2.3,41676.0,10.0,6.63,7000.0,4,0.0
PO-0358,Poland,Sales,Senior,In-Office,1.4,29389.0,6.38,7.06,0.0,8,6.001012735462903
PO-0359,Poland,Product Management,Senior,Fully Remote,4.5,41701.0,6.34,6.83,7000.0,5,0.0
PO-0360,Poland,HR & Ops,Junior,Hybrid,0.5,46365.0,8.56,7.64,3500.0,15,1.1597873755827217
PO-0361,Poland,Sales,Junior,Fully Remote,8.6,46146.0,7.25,4.77,7000.0,4,0.0
PO-0362,Poland,Product Management,Mid,Fully Remote,0.5,28106.0,6.49,5.42,7000.0,14,0.0
PO-0363,Poland,Engineering,Mid,Hybrid,11.5,33017.0,8.75,8.63,3500.0,12,1.4318764080402702
PO-0364,Poland,Product Management,Manager,Hybrid,2.2,30062.0,7.55,5.58,3500.0,5,2.02876649302204
PO-0365,Poland,Engineering,Mid,Hybrid,1.9,40583.0,7.54,8.11,3500.0,6,2.3124797864967173
PO-0366,Poland,HR & Ops,Mid,Fully Remote,1.0,26207.0,7.28,6.68,7000.0,14,0.0
PO-0367,Poland,Sales,Lead,Fully Remote,0.5,29467.0,4.92,8.35,7000.0,13,0.0
PO-0368,Poland,Product Management,Mid,Hybrid,1.1,32945.0,5.69,8.37,3500.0,14,1.4049243672776628
PO-0369,Poland,Data & Analytics,Senior,Hybrid,0.5,24344.0,8.9,6.72,3500.0,14,1.2127768108281547
PO-0370,Poland,HR & Ops,Senior,Fully Remote,3.8,37789.0,6.19,6.47,7000.0,16,0.0
PO-0371,Poland,Data & Analytics,Senior,Fully Remote,1.3,21991.0,6.84,3.82,7000.0,4,0.0
PO-0372,Poland,HR & Ops,Mid,Fully Remote,5.1,41689.0,8.93,6.6,7000.0,6,0.0
PO-0373,Poland,Engineering,Junior,In-Office,0.8,34983.0,7.09,4.59,0.0,9,5.101451300271275
PO-0374,Poland,Product Management,Lead,Hybrid,8.1,33258.0,7.35,7.07,3500.0,15,1.064036106638902
PO-0375,Poland,Product Management,Junior,In-Office,2.6,34498.0,8.28,5.54,0.0,13,5.104216941933341
PO-0376,Poland,Sales,Junior,Fully Remote,0.5,37541.0,6.28,5.49,7000.0,7,0.0
PO-0377,Poland,HR & Ops,Lead,In-Office,1.8,42506.0,8.64,8.28,0.0,6,3.1013998688371
PO-0378,Poland,Data & Analytics,Junior,Fully Remote,0.8,48010.0,8.05,4.89,7000.0,11,0.0
PO-0379,Poland,Product Management,Manager,Hybrid,0.8,45706.0,9.8,5.96,3500.0,13,1.6789878301198855
PO-0380,Poland,Product Management,Lead,In-Office,2.5,54961.0,6.37,5.45,0.0,13,7.6455817634566285
PO-0381,Poland,Product Management,Manager,Fully Remote,3.9,43132.0,8.64,6.08,7000.0,14,0.0
PO-0382,Poland,HR & Ops,Mid,Fully Remote,8.5,39066.0,7.66,5.48,7000.0,6,0.0
PO-0383,Poland,HR & Ops,Junior,Fully Remote,2.4,34527.0,5.41,6.26,7000.0,5,0.0
PO-0384,Poland,HR & Ops,Manager,Fully Remote,11.8,34779.0,3.88,7.25,7000.0,7,0.0
PO-0385,Poland,Data & Analytics,Mid,Hybrid,9.9,42097.0,6.64,8.4,3500.0,4,2.705912227347498
PO-0386,Poland,Data & Analytics,Mid,Hybrid,7.0,30404.0,7.95,8.33,3500.0,7,1.970744742409101
PO-0387,Poland,Product Management,Lead,Hybrid,2.4,39740.0,8.12,4.54,3500.0,12,2.8256777163879505
PO-0388,Poland,HR & Ops,Junior,Hybrid,0.5,37857.0,7.53,7.97,3500.0,9,1.7787737093353844
PO-0389,Poland,Product Management,Junior,Hybrid,0.9,32466.0,7.54,8.06,3500.0,10,2.8453628680132237
PO-0390,Poland,Data & Analytics,Mid,Fully Remote,3.7,30011.0,6.85,5.81,7000.0,16,0.0
PO-0391,Poland,Product Management,Senior,Fully Remote,1.9,57188.0,8.24,9.3,7000.0,14,0.0
PO-0392,Poland,Data & Analytics,Mid,In-Office,0.6,27386.0,5.48,8.13,0.0,16,5.960950902146092
PO-0393,Poland,HR & Ops,Mid,Fully Remote,2.3,37485.0,7.32,6.53,7000.0,16,0.0
PO-0394,Poland,HR & Ops,Junior,Hybrid,0.5,47292.0,6.61,6.51,3500.0,12,2.7401103862185656
PO-0395,Poland,Sales,Lead,Fully Remote,4.6,42021.0,5.91,9.28,7000.0,5,0.0
PO-0396,Poland,Product Management,Senior,Hybrid,0.5,34401.0,9.01,7.37,3500.0,17,1.960533851331255
PO-0397,Poland,Engineering,Lead,Hybrid,3.5,28940.0,6.42,7.53,3500.0,10,2.853415008678181
PO-0398,Poland,Sales,Mid,Fully Remote,5.5,38986.0,6.83,6.91,7000.0,8,0.0
PO-0399,Poland,Product Management,Mid,Fully Remote,0.5,17940.0,9.35,10.0,7000.0,14,0.0
PO-0400,Poland,Engineering,Senior,Hybrid,2.6,39291.0,8.61,7.08,3500.0,17,1.444706038420629
PO-0401,Poland,Product Management,Manager,Fully Remote,5.3,38265.0,6.45,6.76,7000.0,13,0.0
PO-0402,Poland,Product Management,Senior,Fully Remote,1.1,46133.0,6.55,5.55,7000.0,4,0.0
PO-0403,Poland,Engineering,Junior,Hybrid,0.6,29311.0,6.13,6.82,3500.0,12,2.351493520694354
PO-0404,Poland,Data & Analytics,Mid,Fully Remote,1.4,35542.0,8.56,5.25,7000.0,9,0.0
PO-0405,Poland,Data & Analytics,Lead,In-Office,2.8,41320.0,8.41,5.28,0.0,16,6.352077573294783
PO-0406,Poland,Data & Analytics,Junior,Hybrid,3.0,39562.0,8.42,4.69,3500.0,9,2.40556575433195
PO-0407,Poland,HR & Ops,Lead,Fully Remote,0.5,27796.0,7.96,8.12,7000.0,14,0.0
PO-0408,Poland,Product Management,Mid,Hybrid,2.1,33079.0,6.67,7.64,3500.0,4,2.6849154554215753
PO-0409,Poland,Engineering,Junior,Hybrid,1.1,48639.0,5.74,7.76,3500.0,9,1.0309649182750307
PO-0410,Poland,Engineering,Junior,Fully Remote,6.5,39971.0,7.67,6.72,7000.0,15,0.0
PO-0411,Poland,Data & Analytics,Senior,Fully Remote,1.3,25353.0,8.07,6.91,7000.0,8,0.0
PO-0412,Poland,Sales,Manager,Fully Remote,6.4,44713.0,8.93,9.23,7000.0,8,0.0
PO-0413,Poland,HR & Ops,Manager,Fully Remote,2.0,25846.0,6.76,5.65,7000.0,13,0.0
PO-0414,Poland,Product Management,Lead,Fully Remote,4.5,35667.0,6.58,7.22,7000.0,17,0.0
PO-0415,Poland,Sales,Senior,Fully Remote,2.5,42281.0,6.71,7.21,7000.0,4,0.0
PO-0416,Poland,Engineering,Mid,Fully Remote,3.4,47224.0,7.8,8.51,7000.0,7,0.0
PO-0417,Poland,Engineering,Senior,Hybrid,1.8,20232.0,7.26,8.06,3500.0,10,2.5349916670186143
PO-0418,Poland,Sales,Junior,Hybrid,5.1,43408.0,7.54,8.13,3500.0,3,2.7316845774991636
PO-0419,Poland,Data & Analytics,Mid,Hybrid,1.9,44549.0,8.6,5.51,3500.0,6,1.8445842256716634
PO-0420,Poland,Sales,Mid,Hybrid,2.1,33767.0,6.85,6.19,3500.0,3,2.509957466298326
PO-0421,Poland,Engineering,Mid,In-Office,2.6,38691.0,8.87,4.75,0.0,15,7.065525235554219
PO-0422,Poland,Sales,Senior,Hybrid,6.2,14805.0,8.36,3.69,3500.0,4,1.0982537877837046
PO-0423,Poland,Sales,Mid,Hybrid,3.8,17115.0,5.37,8.0,3500.0,4,2.0646954559092574
PO-0424,Poland,Sales,Lead,Fully Remote,1.5,46425.0,6.38,6.41,7000.0,5,0.0
PO-0425,Poland,Data & Analytics,Junior,In-Office,3.9,33904.0,4.77,7.1,0.0,16,6.975437303301298
PO-0426,Poland,Data & Analytics,Mid,Fully Remote,3.6,35369.0,6.76,6.85,7000.0,11,0.0
PO-0427,Poland,Sales,Lead,Fully Remote,9.4,39784.0,6.4,7.16,7000.0,14,0.0
